Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1982","1982","t","376797","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1982","1982","t","63","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1983","1983","t","237754","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1983","1983","t","65","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1984","1984","t","237794","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1984","1984","t","1103","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1985","1985","t","180022","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1985","1985","t","117","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1986","1986","t","304053","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1986","1986","t","1","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1987","1987","t","250858","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1987","1987","t","1436","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1988","1988","t","282842","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1988","1988","t","3096","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1989","1989","t","291770","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1989","1989","t","33","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1990","1990","t","203507","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1990","1990","t","8","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1991","1991","t","153864","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1991","1991","t","0","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1992","1992","t","280749","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1992","1992","t","10691","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1993","1993","t","206227","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1993","1993","t","11464","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1994","1994","t","374715","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1994","1994","t","6178","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1995","1995","t","125536","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1995","1995","t","1","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1996","1996","t","227836","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1996","1996","t","2201","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1997","1997","t","213088","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1997","1997","t","8","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1998","1998","t","168027","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1998","1998","t","1","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","1999","1999","t","357467","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","1999","1999","t","2288","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2000","2000","t","204216.6","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2000","2000","t","1.29","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2001","2001","t","249349","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2001","2001","t","1837","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2002","2002","t","314146","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2002","2002","t","10","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2003","2003","t","305244","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2003","2003","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2004","2004","t","217871","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2004","2004","t","1","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2005","2005","t","155973","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2005","2005","t","5","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2006","2006","t","227427","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2006","2006","t","35","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2007","2007","t","278440","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2007","2007","t","24","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2008","2008","t","302394","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2008","2008","t","17","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2009","2009","t","303171","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2009","2009","t","2","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2010","2010","t","384093","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2010","2010","t","7","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2011","2011","t","409500","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2011","2011","t","905","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2012","2012","t","449199","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2012","2012","t","294","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2013","2013","t","494337","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2013","2013","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2014","2014","t","488949.91","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2014","2014","t","131.72","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2015","2015","t","357842.47","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2016","2016","t","321021.21","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2016","2016","t","618.28","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2017","2017","t","302459.9","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2017","2017","t","1.2","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2018","2018","t","434829.48","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2018","2018","t","483.46","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2019","2019","t","407122.98","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2019","2019","t","202","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2020","2020","t","278961.42","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2020","2020","t","49.58","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2021","2021","t","325154.41","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2021","2021","t","1.45","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2022","2022","t","293356.04","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2022","2022","t","3.52","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2023","2023","t","281702.03","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2023","2023","t","2.61","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5610","Import quantity","0111","Wheat","2024","2024","t","447304.93","A","Official figure",""
"TCL","Crops and livestock products","578","Norway","5910","Export quantity","0111","Wheat","2024","2024","t","63.57","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1961","1961","t","18436","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1961","1961","t","0","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1962","1962","t","21452","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1962","1962","t","1","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1963","1963","t","22385","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1963","1963","t","1","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1964","1964","t","22243","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1964","1964","t","1","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1965","1965","t","20875","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1965","1965","t","1","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1966","1966","t","22227","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1966","1966","t","2","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1967","1967","t","21278","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1967","1967","t","5","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1968","1968","t","22221","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1968","1968","t","5","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1969","1969","t","24204","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1969","1969","t","12","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1970","1970","t","24916","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1970","1970","t","3","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1971","1971","t","23761","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1971","1971","t","4","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1972","1972","t","25573","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1972","1972","t","4","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1973","1973","t","28134","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1973","1973","t","9","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1974","1974","t","23586","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1974","1974","t","1","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1975","1975","t","21835","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1975","1975","t","1","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1976","1976","t","24087","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1976","1976","t","0","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1977","1977","t","22582","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1977","1977","t","4","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1978","1978","t","22007","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1978","1978","t","1","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1979","1979","t","25512","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1979","1979","t","583","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1980","1980","t","27937","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1980","1980","t","339","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1981","1981","t","27764","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1981","1981","t","528","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1982","1982","t","27004","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1982","1982","t","0","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1983","1983","t","29076","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1983","1983","t","506","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1984","1984","t","31357","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1984","1984","t","1","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1985","1985","t","32376","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1985","1985","t","416","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1986","1986","t","35511","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1986","1986","t","162","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1987","1987","t","39846","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1987","1987","t","164","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1988","1988","t","42854","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1988","1988","t","1120","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1989","1989","t","41006","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1989","1989","t","0","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1990","1990","t","37092","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1990","1990","t","0","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1991","1991","t","38720","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1991","1991","t","0","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1992","1992","t","35389","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1992","1992","t","0","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1993","1993","t","35428","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1993","1993","t","22","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1994","1994","t","37386","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1994","1994","t","88","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1995","1995","t","27603","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1995","1995","t","131","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1996","1996","t","28721","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1996","1996","t","8","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1997","1997","t","25800","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1997","1997","t","70","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1998","1998","t","24685","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1998","1998","t","161","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","1999","1999","t","23341","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","1999","1999","t","466","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2000","2000","t","23043.57","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2000","2000","t","269.76","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2001","2001","t","26780","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2001","2001","t","116","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2002","2002","t","26350","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2002","2002","t","306","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2003","2003","t","30371","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2003","2003","t","650","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2004","2004","t","27822","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2004","2004","t","455","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2005","2005","t","27490","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2005","2005","t","640","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2006","2006","t","28454","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2006","2006","t","367","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2007","2007","t","32498","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2007","2007","t","104","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2008","2008","t","35072","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2008","2008","t","11","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2009","2009","t","37024","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2009","2009","t","93","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2010","2010","t","34916","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2010","2010","t","172","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2011","2011","t","35453","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2011","2011","t","563","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2012","2012","t","35485","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2012","2012","t","3186","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2013","2013","t","34342","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2013","2013","t","3835","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2014","2014","t","37521.59","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2014","2014","t","4249.14","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2015","2015","t","37173.16","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2015","2015","t","3377.84","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2016","2016","t","35901.19","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2016","2016","t","3808.58","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2017","2017","t","33791.47","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2017","2017","t","3106.28","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2018","2018","t","30719.87","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2018","2018","t","990.63","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2019","2019","t","30900.15","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2019","2019","t","476.5","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2020","2020","t","28048.61","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2020","2020","t","532.15","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2021","2021","t","30051.49","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2021","2021","t","576.79","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2022","2022","t","33317.48","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2022","2022","t","759.12","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2023","2023","t","32588.76","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2023","2023","t","700.92","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2024","2024","t","39277.39","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2024","2024","t","703.74","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import quantity","02211","Raw milk of cattle","1961","1961","t","9728","A","Official figure",""
